class	frame	xtl	ytl	xbr	ybr
3.1	2018-03-23_1352_right-2/007285	2157	819	2186	849
3.1	2018-03-23_1352_right-2/007292	2109	833	2139	864
3.1	2018-03-23_1352_right-2/007293	2097	837	2124	865
3.1	2018-03-23_1352_right-2/007294	2084	835	2114	865
3.1	2018-03-23_1352_right-2/007296	2059	835	2090	867
3.1	2018-03-23_1352_right-2/007297	2047	831	2079	867
3.1	2018-03-23_1352_right-2/007299	2018	826	2051	859
3.1	2018-03-23_1352_right-2/007300	2004	831	2032	861
3.1	2018-03-23_1352_right-2/007301	1991	828	2017	857
3.1	2018-03-23_1352_right-2/007303	1961	826	1987	850
3.1	2018-03-23_1352_right-2/007304	1945	822	1975	854
3.1	2018-03-23_1352_right-2/007305	1930	826	1960	855
3.1	2018-03-23_1352_right-2/007307	1988	1659	2071	1744
3.1	2018-03-23_1352_right-2/007307	1901	821	1933	852
3.1	2018-03-23_1352_right-2/007308	1890	814	1921	850
3.1	2018-03-23_1352_right-2/007309	1873	818	1905	850
3.1	2018-03-23_1352_right-2/007310	1863	816	1894	847
3.1	2018-03-23_1352_right-2/007311	1849	817	1879	849
3.1	2018-03-23_1352_right-2/007312	1837	812	1867	848
3.1	2018-03-23_1352_right-2/007313	1821	815	1855	851
3.1	2018-03-23_1352_right-2/007314	1806	816	1838	848
3.1	2018-03-23_1352_right-2/007315	1792	819	1827	854
3.1	2018-03-23_1352_right-2/007316	1779	818	1811	852
3.1	2018-03-23_1352_right-2/007317	1764	822	1796	858
3.1	2018-03-23_1352_right-2/007318	1750	824	1781	859
3.1	2018-03-23_1352_right-2/007319	1732	823	1762	858
3.1	2018-03-23_1352_right-2/007320	1715	825	1748	859
3.1	2018-03-23_1352_right-2/007321	1700	821	1732	856
3.1	2018-03-23_1352_right-2/007322	1684	822	1715	855
3.1	2018-03-23_1352_right-2/007323	1668	815	1698	849
3.1	2018-03-23_1352_right-2/007324	1656	813	1686	847
3.1	2018-03-23_1352_right-2/007325	1638	809	1672	846
3.1	2018-03-23_1352_right-2/007327	1605	803	1639	842
3.1	2018-03-23_1352_right-2/007328	1589	800	1624	837
3.1	2018-03-23_1352_right-2/007329	1572	802	1608	841
3.1	2018-03-23_1352_right-2/007330	1558	798	1592	836
3.1	2018-03-23_1352_right-2/007331	1541	802	1577	842
3.1	2018-03-23_1352_right-2/007335	1478	808	1512	849
3.1	2018-03-23_1352_right-2/007336	1461	815	1494	851
3.1	2018-03-23_1352_right-2/007337	1447	813	1475	850
3.1	2018-03-23_1352_right-2/007338	1428	816	1466	855
3.1	2018-03-23_1352_right-2/007339	1413	816	1449	854
3.1	2018-03-23_1352_right-2/007341	1384	820	1419	858
3.1	2018-03-23_1352_right-2/007342	1371	821	1407	864
3.1	2018-03-23_1352_right-2/007343	1358	818	1395	860
3.1	2018-03-23_1352_right-2/007344	1342	818	1379	857
3.1	2018-03-23_1352_right-2/007347	1300	812	1337	856
3.1	2018-03-23_1352_right-2/007349	1270	813	1305	855
3.1	2018-03-23_1352_right-2/007355	1180	811	1216	854
3.1	2018-03-23_1352_right-2/007356	1165	812	1201	855
3.1	2018-03-23_1352_right-2/007360	1101	821	1138	866
3.1	2018-03-23_1352_right-2/007363	1049	825	1088	870
3.27	2018-03-23_1352_right-2/007375	802	692	867	749
5.19	2018-03-23_1352_right-2/007381	972	929	986	942
5.19	2018-03-23_1352_right-2/007385	2371	1000	2383	1015
3.27	2018-03-23_1352_right-2/007388	2311	1008	2322	1022
5.20	2018-03-23_1352_right-2/007398	2109	1002	2119	1015
3.27	2018-03-23_1352_right-2/007406	2309	1007	2320	1021
5.20	2018-03-23_1352_right-2/007408	1895	1012	1906	1024
3.24	2018-03-23_1352_right-2/007415	1736	1004	1746	1017
3.27	2018-03-23_1352_right-2/007503	788	1009	804	1024
3.27	2018-03-23_1352_right-2/007504	785	1009	800	1025
4.1	2018-03-23_1352_right-2/007560	740	992	755	1008
4.1	2018-03-23_1352_right-2/007561	739	995	754	1011
3.1	2018-03-23_1352_right-2/007566	996	997	1009	1011
4.1	2018-03-23_1352_right-2/007568	730	995	745	1009
4.1	2018-03-23_1352_right-2/007572	727	995	740	1010
3.1	2018-03-23_1352_right-2/007573	995	999	1008	1013
4.1	2018-03-23_1352_right-2/007573	723	997	734	1011
3.1	2018-03-23_1352_right-2/007576	995	994	1009	1008
5.20	2018-03-23_1352_right-2/007580	722	997	735	1011
5.20	2018-03-23_1352_right-2/007581	720	997	734	1013
4.1	2018-03-23_1352_right-2/007583	713	995	728	1011
4.2	2018-03-23_1352_right-2/007583	1239	976	1254	991
4.2	2018-03-23_1352_right-2/007585	1239	976	1255	992
5.20	2018-03-23_1352_right-2/007586	711	993	728	1012
5.20	2018-03-23_1352_right-2/007587	707	994	722	1010
4.2	2018-03-23_1352_right-2/007587	1240	976	1256	991
4.2	2018-03-23_1352_right-2/007588	1239	973	1255	988
4.2	2018-03-23_1352_right-2/007591	1239	971	1257	988
3.1	2018-03-23_1352_right-2/007592	986	987	1000	1003
3.1	2018-03-23_1352_right-2/007593	986	985	1001	1000
4.2	2018-03-23_1352_right-2/007593	1240	966	1259	983
4.1	2018-03-23_1352_right-2/007594	688	981	702	996
4.2	2018-03-23_1352_right-2/007594	1238	966	1257	982
4.1	2018-03-23_1352_right-2/007597	682	982	697	998
3.1	2018-03-23_1352_right-2/007598	982	983	998	999
4.2	2018-03-23_1352_right-2/007598	1241	963	1261	982
4.2	2018-03-23_1352_right-2/007599	1239	966	1259	983
4.2	2018-03-23_1352_right-2/007601	1241	962	1259	980
3.1	2018-03-23_1352_right-2/007602	977	984	992	999
4.2	2018-03-23_1352_right-2/007602	1239	964	1260	983
4.2	2018-03-23_1352_right-2/007604	1240	963	1262	982
4.2	2018-03-23_1352_right-2/007606	1241	963	1261	981
4.2	2018-03-23_1352_right-2/007607	1242	963	1262	982
4.2	2018-03-23_1352_right-2/007608	1244	960	1262	977
4.2	2018-03-23_1352_right-2/007609	1242	959	1261	977
4.2	2018-03-23_1352_right-2/007610	1245	957	1263	973
2.4	2018-03-23_1352_right-2/007611	510	985	523	999
4.2	2018-03-23_1352_right-2/007611	1243	958	1261	975
2.4	2018-03-23_1352_right-2/007611	1915	868	1928	883
4.2	2018-03-23_1352_right-2/007612	1242	951	1262	970
4.2	2018-03-23_1352_right-2/007613	1245	956	1262	972
4.2	2018-03-23_1352_right-2/007614	1243	954	1262	972
3.1	2018-03-23_1352_right-2/007615	961	978	975	993
4.2	2018-03-23_1352_right-2/007615	1242	957	1259	975
3.1	2018-03-23_1352_right-2/007616	960	980	974	997
4.2	2018-03-23_1352_right-2/007616	1242	959	1259	977
3.1	2018-03-23_1352_right-2/007617	956	981	972	998
4.2	2018-03-23_1352_right-2/007617	1240	959	1258	976
4.2	2018-03-23_1352_right-2/007618	1241	961	1259	979
3.1	2018-03-23_1352_right-2/007619	951	980	968	998
4.2	2018-03-23_1352_right-2/007619	1238	960	1256	978
3.1	2018-03-23_1352_right-2/007620	951	982	966	997
4.2	2018-03-23_1352_right-2/007620	1238	960	1257	978
3.1	2018-03-23_1352_right-2/007621	950	982	964	997
4.2	2018-03-23_1352_right-2/007621	1235	960	1254	978
3.1	2018-03-23_1352_right-2/007622	948	980	963	995
3.24	2018-03-23_1352_right-2/007622	943	952	962	969
4.2	2018-03-23_1352_right-2/007622	1236	959	1255	978
3.1	2018-03-23_1352_right-2/007623	945	982	960	996
3.24	2018-03-23_1352_right-2/007623	941	952	958	970
4.2	2018-03-23_1352_right-2/007623	1235	959	1253	977
3.1	2018-03-23_1352_right-2/007624	943	982	958	998
4.2	2018-03-23_1352_right-2/007624	1234	959	1253	979
3.1	2018-03-23_1352_right-2/007625	943	985	959	1002
4.2	2018-03-23_1352_right-2/007626	1232	960	1252	980
5.20	2018-03-23_1352_right-2/007627	595	977	612	995
4.2	2018-03-23_1352_right-2/007627	1232	960	1252	979
3.1	2018-03-23_1352_right-2/007628	934	984	951	1001
4.2	2018-03-23_1352_right-2/007628	1232	961	1252	981
3.1	2018-03-23_1352_right-2/007629	933	981	949	997
4.2	2018-03-23_1352_right-2/007629	1231	959	1251	978
3.1	2018-03-23_1352_right-2/007630	930	984	947	1000
4.2	2018-03-23_1352_right-2/007630	1230	959	1251	980
3.1	2018-03-23_1352_right-2/007631	927	976	943	993
4.2	2018-03-23_1352_right-2/007631	1230	951	1250	971
4.2	2018-03-23_1352_right-2/007632	1229	957	1249	976
4.2	2018-03-23_1352_right-2/007633	1230	952	1249	971
5.20	2018-03-23_1352_right-2/007634	566	974	580	992
3.1	2018-03-23_1352_right-2/007634	919	976	936	992
4.2	2018-03-23_1352_right-2/007634	1228	956	1247	974
5.20	2018-03-23_1352_right-2/007635	564	978	578	993
4.2	2018-03-23_1352_right-2/007635	1228	957	1247	974
2.4	2018-03-23_1352_right-2/007635	1905	867	1924	888
4.2	2018-03-23_1352_right-2/007636	560	969	578	987
3.1	2018-03-23_1352_right-2/007636	916	975	932	991
4.2	2018-03-23_1352_right-2/007636	1226	952	1247	971
3.1	2018-03-23_1352_right-2/007637	915	980	929	995
5.20	2018-03-23_1352_right-2/007637	1064	938	1077	954
4.2	2018-03-23_1352_right-2/007637	1226	955	1245	974
3.1	2018-03-23_1352_right-2/007638	913	976	928	993
4.2	2018-03-23_1352_right-2/007638	1227	955	1246	972
3.1	2018-03-23_1352_right-2/007639	909	976	926	993
4.2	2018-03-23_1352_right-2/007639	1224	955	1244	973
3.1	2018-03-23_1352_right-2/007640	908	978	925	995
4.2	2018-03-23_1352_right-2/007640	1224	956	1243	974
4.2	2018-03-23_1352_right-2/007641	1222	951	1243	972
4.2	2018-03-23_1352_right-2/007642	1222	950	1243	970
2.4	2018-03-23_1352_right-2/007642	1906	862	1922	880
3.1	2018-03-23_1352_right-2/007643	899	973	917	990
4.2	2018-03-23_1352_right-2/007643	1221	949	1242	970
3.1	2018-03-23_1352_right-2/007644	897	973	916	991
4.2	2018-03-23_1352_right-2/007644	1222	949	1242	970
3.1	2018-03-23_1352_right-2/007645	896	974	912	991
4.2	2018-03-23_1352_right-2/007645	1219	949	1240	970
3.1	2018-03-23_1352_right-2/007646	893	971	911	989
4.2	2018-03-23_1352_right-2/007646	1218	948	1239	968
3.1	2018-03-23_1352_right-2/007647	891	974	909	992
4.2	2018-03-23_1352_right-2/007647	1217	948	1237	969
3.1	2018-03-23_1352_right-2/007648	887	973	904	989
4.2	2018-03-23_1352_right-2/007648	1215	949	1235	969
3.1	2018-03-23_1352_right-2/007649	884	976	903	994
4.2	2018-03-23_1352_right-2/007649	1216	951	1237	972
3.1	2018-03-23_1352_right-2/007650	881	975	899	992
4.2	2018-03-23_1352_right-2/007650	1211	947	1235	971
4.2	2018-03-23_1352_right-2/007651	1211	949	1233	971
3.1	2018-03-23_1352_right-2/007652	878	978	894	995
4.2	2018-03-23_1352_right-2/007652	1212	954	1232	974
4.2	2018-03-23_1352_right-2/007653	1210	954	1231	975
4.2	2018-03-23_1352_right-2/007654	1209	954	1230	975
4.2	2018-03-23_1352_right-2/007655	1207	957	1227	978
3.1	2018-03-23_1352_right-2/007656	863	984	882	1002
4.2	2018-03-23_1352_right-2/007656	1205	958	1227	980
4.2	2018-03-23_1352_right-2/007657	1202	959	1225	982
4.2	2018-03-23_1352_right-2/007658	1201	958	1222	981
4.2	2018-03-23_1352_right-2/007659	1203	958	1223	979
3.1	2018-03-23_1352_right-2/007660	849	981	868	999
4.2	2018-03-23_1352_right-2/007660	1198	954	1220	977
4.2	2018-03-23_1352_right-2/007661	1199	954	1220	976
3.1	2018-03-23_1352_right-2/007662	844	976	862	994
4.2	2018-03-23_1352_right-2/007662	1197	949	1220	972
3.1	2018-03-23_1352_right-2/007663	842	974	859	991
4.2	2018-03-23_1352_right-2/007663	1195	945	1218	967
3.1	2018-03-23_1352_right-2/007664	835	972	855	992
4.2	2018-03-23_1352_right-2/007664	1194	946	1217	968
3.1	2018-03-23_1352_right-2/007665	833	970	852	989
4.2	2018-03-23_1352_right-2/007665	1194	942	1215	964
3.1	2018-03-23_1352_right-2/007666	828	974	849	993
4.2	2018-03-23_1352_right-2/007666	1191	945	1215	968
3.1	2018-03-23_1352_right-2/007667	826	969	847	988
4.2	2018-03-23_1352_right-2/007667	1192	943	1215	967
4.2	2018-03-23_1352_right-2/007668	1187	945	1211	969
4.2	2018-03-23_1352_right-2/007669	1189	944	1214	970
4.2	2018-03-23_1352_right-2/007670	1186	943	1210	967
4.2	2018-03-23_1352_right-2/007671	1187	943	1207	964
4.2	2018-03-23_1352_right-2/007672	1187	941	1207	964
3.1	2018-03-23_1352_right-2/007672	810	968	829	986
4.2	2018-03-23_1352_right-2/007673	1186	941	1206	964
4.2	2018-03-23_1352_right-2/007674	1182	937	1206	962
4.2	2018-03-23_1352_right-2/007675	1184	936	1205	961
4.2	2018-03-23_1352_right-2/007676	1183	938	1205	963
4.2	2018-03-23_1352_right-2/007677	1182	936	1205	962
4.2	2018-03-23_1352_right-2/007678	1181	937	1205	962
4.2	2018-03-23_1352_right-2/007679	1180	936	1204	962
4.2	2018-03-23_1352_right-2/007680	1181	932	1205	957
4.2	2018-03-23_1352_right-2/007681	1179	937	1204	963
4.2	2018-03-23_1352_right-2/007682	1178	928	1203	954
3.1	2018-03-23_1352_right-2/007682	780	959	797	975
4.2	2018-03-23_1352_right-2/007683	1178	927	1204	954
4.2	2018-03-23_1352_right-2/007684	1177	927	1203	954
4.2	2018-03-23_1352_right-2/007685	1176	923	1201	950
4.2	2018-03-23_1352_right-2/007686	1175	923	1201	951
4.2	2018-03-23_1352_right-2/007687	445	961	460	977
4.2	2018-03-23_1352_right-2/007687	1177	919	1202	944
4.2	2018-03-23_1352_right-2/007688	1175	920	1201	947
4.2	2018-03-23_1352_right-2/007689	1173	917	1200	944
4.2	2018-03-23_1352_right-2/007690	1173	915	1200	942
5.19	2018-03-23_1352_right-2/007690	1573	891	1601	918
4.2	2018-03-23_1352_right-2/007691	1171	914	1199	943
4.2	2018-03-23_1352_right-2/007692	1170	914	1197	943
4.2	2018-03-23_1352_right-2/007693	1169	919	1196	945
4.2	2018-03-23_1352_right-2/007694	1166	916	1194	944
4.2	2018-03-23_1352_right-2/007695	1165	920	1193	948
4.2	2018-03-23_1352_right-2/007696	1163	919	1191	949
4.2	2018-03-23_1352_right-2/007697	1161	923	1190	953
4.2	2018-03-23_1352_right-2/007698	1160	920	1188	948
4.2	2018-03-23_1352_right-2/007699	1158	923	1186	951
4.2	2018-03-23_1352_right-2/007700	1155	921	1184	948
4.2	2018-03-23_1352_right-2/007701	1153	921	1181	951
4.2	2018-03-23_1352_right-2/007702	1153	919	1181	949
4.2	2018-03-23_1352_right-2/007703	1149	915	1178	947
4.2	2018-03-23_1352_right-2/007704	1146	915	1177	948
4.2	2018-03-23_1352_right-2/007705	1145	918	1173	949
4.2	2018-03-23_1352_right-2/007706	1142	923	1169	950
4.2	2018-03-23_1352_right-2/007707	1137	922	1166	952
4.2	2018-03-23_1352_right-2/007708	1131	929	1163	961
4.2	2018-03-23_1352_right-2/007709	1129	933	1160	966
4.2	2018-03-23_1352_right-2/007710	1125	938	1154	968
4.2	2018-03-23_1352_right-2/007711	1121	938	1150	968
4.2	2018-03-23_1352_right-2/007712	1115	931	1146	965
4.2	2018-03-23_1352_right-2/007714	1106	926	1138	959
4.2	2018-03-23_1352_right-2/007715	1096	918	1134	955
4.2	2018-03-23_1352_right-2/007716	1089	916	1128	952
4.2	2018-03-23_1352_right-2/007717	1085	915	1124	954
3.1	2018-03-23_1352_right-2/007717	575	957	601	981
4.2	2018-03-23_1352_right-2/007718	1080	917	1122	957
3.1	2018-03-23_1352_right-2/007718	572	958	599	983
4.2	2018-03-23_1352_right-2/007719	1077	910	1116	951
3.1	2018-03-23_1352_right-2/007719	555	954	585	981
4.2	2018-03-23_1352_right-2/007720	1075	907	1109	947
3.1	2018-03-23_1352_right-2/007720	544	950	572	975
4.2	2018-03-23_1352_right-2/007721	1061	910	1100	948
3.1	2018-03-23_1352_right-2/007721	534	950	564	977
4.2	2018-03-23_1352_right-2/007722	1053	912	1092	950
3.1	2018-03-23_1352_right-2/007722	523	950	554	978
4.2	2018-03-23_1352_right-2/007723	1054	915	1090	951
3.1	2018-03-23_1352_right-2/007723	511	954	537	979
4.2	2018-03-23_1352_right-2/007724	1046	913	1084	950
3.1	2018-03-23_1352_right-2/007724	505	952	532	975
4.2	2018-03-23_1352_right-2/007725	1035	917	1074	952
3.1	2018-03-23_1352_right-2/007725	493	959	520	984
4.2	2018-03-23_1352_right-2/007726	1025	917	1070	958
4.2	2018-03-23_1352_right-2/007727	1024	921	1071	962
3.1	2018-03-23_1352_right-2/007727	469	962	498	991
4.2	2018-03-23_1352_right-2/007728	1022	926	1067	966
3.1	2018-03-23_1352_right-2/007728	459	969	490	997
3.1	2018-03-23_1352_right-2/007729	444	963	476	994
4.2	2018-03-23_1352_right-2/007730	1007	926	1046	970
3.1	2018-03-23_1352_right-2/007730	432	964	467	996
4.2	2018-03-23_1352_right-2/007731	999	929	1039	963
3.1	2018-03-23_1352_right-2/007731	419	962	452	989
4.2	2018-03-23_1352_right-2/007732	995	917	1034	954
3.1	2018-03-23_1352_right-2/007732	407	954	438	982
4.2	2018-03-23_1352_right-2/007733	990	909	1028	949
3.1	2018-03-23_1352_right-2/007733	393	945	426	975
4.2	2018-03-23_1352_right-2/007734	980	900	1021	939
3.1	2018-03-23_1352_right-2/007734	382	933	416	962
3.1	2018-03-23_1352_right-2/007735	368	926	400	957
4.2	2018-03-23_1352_right-2/007736	967	877	1015	928
5.19	2018-03-23_1352_right-2/007736	198	893	212	908
3.1	2018-03-23_1352_right-2/007736	357	919	389	947
4.2	2018-03-23_1352_right-2/007737	964	876	1008	919
3.1	2018-03-23_1352_right-2/007737	342	909	374	939
4.2	2018-03-23_1352_right-2/007738	953	866	1004	910
3.1	2018-03-23_1352_right-2/007738	326	904	364	937
4.2	2018-03-23_1352_right-2/007739	941	871	983	908
3.1	2018-03-23_1352_right-2/007739	314	900	350	938
4.2	2018-03-23_1352_right-2/007740	935	871	976	907
3.1	2018-03-23_1352_right-2/007740	296	901	335	937
4.2	2018-03-23_1352_right-2/007741	928	870	969	906
3.1	2018-03-23_1352_right-2/007741	283	902	318	933
4.2	2018-03-23_1352_right-2/007742	915	866	965	911
3.1	2018-03-23_1352_right-2/007742	271	905	305	938
4.2	2018-03-23_1352_right-2/007742	1783	867	1800	884
4.2	2018-03-23_1352_right-2/007743	911	872	963	920
3.1	2018-03-23_1352_right-2/007743	253	904	290	940
4.2	2018-03-23_1352_right-2/007744	906	868	955	912
3.1	2018-03-23_1352_right-2/007744	237	902	278	938
4.2	2018-03-23_1352_right-2/007745	897	867	947	913
3.1	2018-03-23_1352_right-2/007745	221	904	262	944
4.2	2018-03-23_1352_right-2/007746	884	862	933	903
3.1	2018-03-23_1352_right-2/007746	205	900	247	940
4.2	2018-03-23_1352_right-2/007747	879	869	921	906
3.1	2018-03-23_1352_right-2/007747	189	904	232	944
4.2	2018-03-23_1352_right-2/007748	866	863	915	907
3.1	2018-03-23_1352_right-2/007748	172	902	215	947
4.2	2018-03-23_1352_right-2/007749	858	856	908	902
3.1	2018-03-23_1352_right-2/007749	155	901	199	947
4.2	2018-03-23_1352_right-2/007750	850	868	904	918
3.1	2018-03-23_1352_right-2/007750	136	911	179	952
4.2	2018-03-23_1352_right-2/007751	839	861	893	908
4.2	2018-03-23_1352_right-2/007752	829	854	885	907
3.1	2018-03-23_1352_right-2/007752	103	910	144	954
4.2	2018-03-23_1352_right-2/007753	821	848	867	893
3.1	2018-03-23_1352_right-2/007753	85	904	126	949
4.2	2018-03-23_1352_right-2/007754	813	844	861	889
3.1	2018-03-23_1352_right-2/007754	69	903	111	948
4.2	2018-03-23_1352_right-2/007755	799	836	852	891
3.1	2018-03-23_1352_right-2/007755	48	900	91	946
4.2	2018-03-23_1352_right-2/007756	795	837	846	891
3.1	2018-03-23_1352_right-2/007756	27	896	69	943
4.2	2018-03-23_1352_right-2/007757	785	835	837	888
3.1	2018-03-23_1352_right-2/007757	9	897	49	946
4.2	2018-03-23_1352_right-2/007758	772	834	823	885
4.2	2018-03-23_1352_right-2/007759	765	838	812	885
4.2	2018-03-23_1352_right-2/007760	751	836	799	886
4.2	2018-03-23_1352_right-2/007761	742	840	796	900
4.2	2018-03-23_1352_right-2/007762	730	852	787	911
4.2	2018-03-23_1352_right-2/007763	719	861	770	912
4.2	2018-03-23_1352_right-2/007764	705	862	760	921
4.2	2018-03-23_1352_right-2/007765	696	869	746	924
4.2	2018-03-23_1352_right-2/007766	685	870	743	929
4.2	2018-03-23_1352_right-2/007767	674	869	734	930
4.2	2018-03-23_1352_right-2/007768	657	865	719	925
4.2	2018-03-23_1352_right-2/007769	642	854	710	922
4.2	2018-03-23_1352_right-2/007770	632	851	699	920
4.2	2018-03-23_1352_right-2/007771	614	851	686	917
4.2	2018-03-23_1352_right-2/007772	601	845	671	913
4.2	2018-03-23_1352_right-2/007773	588	848	652	912
4.2	2018-03-23_1352_right-2/007774	576	843	644	914
4.2	2018-03-23_1352_right-2/007775	559	846	627	911
4.2	2018-03-23_1352_right-2/007776	543	834	610	901
4.2	2018-03-23_1352_right-2/007777	529	834	592	896
4.2	2018-03-23_1352_right-2/007778	508	827	583	907
4.2	2018-03-23_1352_right-2/007779	493	831	568	909
4.2	2018-03-23_1352_right-2/007780	475	820	545	890
4.2	2018-03-23_1352_right-2/007781	463	822	534	898
4.2	2018-03-23_1352_right-2/007782	441	812	514	887
4.2	2018-03-23_1352_right-2/007783	425	815	501	891
4.2	2018-03-23_1352_right-2/007784	408	811	491	893
4.2	2018-03-23_1352_right-2/007785	389	802	468	880
4.2	2018-03-23_1352_right-2/007786	364	806	452	889
4.2	2018-03-23_1352_right-2/007787	344	797	433	886
4.2	2018-03-23_1352_right-2/007788	322	801	410	883
4.2	2018-03-23_1352_right-2/007789	302	795	382	878
4.2	2018-03-23_1352_right-2/007790	276	788	370	875
4.2	2018-03-23_1352_right-2/007791	255	791	341	873
4.2	2018-03-23_1352_right-2/007792	228	787	324	871
3.24	2018-03-23_1352_right-2/007792	389	888	406	906
4.2	2018-03-23_1352_right-2/007793	206	784	302	877
4.2	2018-03-23_1352_right-2/007794	172	778	279	872
4.2	2018-03-23_1352_right-2/007795	148	778	251	871
4.2	2018-03-23_1352_right-2/007796	111	774	224	870
4.2	2018-03-23_1352_right-2/007797	90	767	188	868
4.2	2018-03-23_1352_right-2/007798	55	772	162	871
4.2	2018-03-23_1352_right-2/007799	26	761	125	855
4.2	2018-03-23_1352_right-2/007800	0	759	95	863
4.2	2018-03-23_1352_right-2/007832	1758	856	1781	880
2.1	2018-03-23_1352_right-2/007836	1559	893	1577	909
2.1	2018-03-23_1352_right-2/007875	1428	961	1438	973
2.4	2018-03-23_1352_right-2/007885	1583	953	1612	983
3.1	2018-03-23_1352_right-2/007901	1364	1034	1374	1046
4.2	2018-03-23_1352_right-2/007916	1309	1016	1320	1027
3.1	2018-03-23_1352_right-2/007922	1297	1017	1306	1029
3.27	2018-03-23_1352_right-2/007930	1278	1017	1288	1029
3.27	2018-03-23_1352_right-2/007968	1370	1033	1384	1050
3.27	2018-03-23_1352_right-2/007968	1274	1001	1284	1013
3.27	2018-03-23_1352_right-2/007969	1373	1033	1386	1048
3.24	2018-03-23_1352_right-2/007971	370	1045	387	1060
3.27	2018-03-23_1352_right-2/007972	1278	1001	1289	1014
3.27	2018-03-23_1352_right-2/008002	1286	998	1299	1013
3.27	2018-03-23_1352_right-2/008003	1286	998	1300	1013
3.27	2018-03-23_1352_right-2/008018	1057	994	1072	1009
3.27	2018-03-23_1352_right-2/008021	1057	980	1071	994
3.24	2018-03-23_1352_right-2/008021	1809	976	1825	992
3.27	2018-03-23_1352_right-2/008026	1056	988	1071	1003
3.27	2018-03-23_1352_right-2/008033	880	981	899	1002
3.1	2018-03-23_1352_right-2/008034	1910	948	1927	964
3.27	2018-03-23_1352_right-2/008036	874	980	892	1003
3.27	2018-03-23_1352_right-2/008041	174	1010	192	1027
3.1	2018-03-23_1352_right-2/008041	1921	935	1939	951
5.19	2018-03-23_1352_right-2/008043	1039	963	1055	980
3.27	2018-03-23_1352_right-2/008044	1041	978	1058	994
3.27	2018-03-23_1352_right-2/008045	836	966	863	991
3.24	2018-03-23_1352_right-2/008046	1037	956	1052	973
3.27	2018-03-23_1352_right-2/008052	827	963	846	986
4.2	2018-03-23_1352_right-2/008054	1512	923	1526	938
3.1	2018-03-23_1352_right-2/008055	1957	920	1975	936
4.1	2018-03-23_1352_right-2/008059	806	957	826	981
3.1	2018-03-23_1352_right-2/008059	1915	939	1932	955
3.27	2018-03-23_1352_right-2/008060	1298	932	1316	950
3.24	2018-03-23_1352_right-2/008061	1017	949	1035	966
3.27	2018-03-23_1352_right-2/008062	1017	963	1033	977
4.2	2018-03-23_1352_right-2/008066	1527	911	1542	927
3.24	2018-03-23_1352_right-2/008069	1006	946	1022	964
3.27	2018-03-23_1352_right-2/008078	1295	928	1314	946
3.27	2018-03-23_1352_right-2/008079	991	959	1008	976
3.27	2018-03-23_1352_right-2/008080	990	958	1008	976
3.1	2018-03-23_1352_right-2/008081	2021	908	2041	924
3.24	2018-03-23_1352_right-2/008085	987	938	1003	954
3.1	2018-03-23_1352_right-2/008085	2035	905	2057	923
3.27	2018-03-23_1352_right-2/008087	1295	923	1313	940
3.24	2018-03-23_1352_right-2/008088	983	941	1003	957
3.1	2018-03-23_1352_right-2/008088	2046	910	2068	927
3.24	2018-03-23_1352_right-2/008090	979	942	999	960
3.27	2018-03-23_1352_right-2/008090	980	961	996	978
3.27	2018-03-23_1352_right-2/008090	1295	927	1314	945
3.27	2018-03-23_1352_right-2/008092	976	957	995	975
3.27	2018-03-23_1352_right-2/008092	1295	922	1313	940
3.24	2018-03-23_1352_right-2/008093	975	938	995	955
3.24	2018-03-23_1352_right-2/008095	970	935	990	956
3.27	2018-03-23_1352_right-2/008095	970	959	988	976
3.27	2018-03-23_1352_right-2/008097	968	950	988	968
3.27	2018-03-23_1352_right-2/008098	969	955	988	973
3.24	2018-03-23_1352_right-2/008099	968	926	988	945
3.27	2018-03-23_1352_right-2/008101	968	944	986	961
3.24	2018-03-23_1352_right-2/008101	966	928	987	947
3.27	2018-03-23_1352_right-2/008101	1301	911	1320	930
3.27	2018-03-23_1352_right-2/008102	969	947	984	962
3.1	2018-03-23_1352_right-2/008102	2098	889	2121	909
3.27	2018-03-23_1352_right-2/008103	1302	909	1321	928
3.27	2018-03-23_1352_right-2/008104	961	939	985	962
3.27	2018-03-23_1352_right-2/008104	1303	904	1323	925
3.27	2018-03-23_1352_right-2/008107	963	944	981	961
3.1	2018-03-23_1352_right-2/008108	2126	880	2149	898
3.27	2018-03-23_1352_right-2/008109	1307	896	1328	917
3.27	2018-03-23_1352_right-2/008110	1308	895	1329	917
3.1	2018-03-23_1352_right-2/008110	2134	877	2159	895
3.27	2018-03-23_1352_right-2/008111	1310	895	1330	914
3.27	2018-03-23_1352_right-2/008112	960	928	980	948
3.27	2018-03-23_1352_right-2/008113	1311	894	1330	913
3.27	2018-03-23_1352_right-2/008114	1313	891	1335	912
3.27	2018-03-23_1352_right-2/008115	958	926	978	946
3.27	2018-03-23_1352_right-2/008115	1314	890	1335	911
3.27	2018-03-23_1352_right-2/008116	1315	891	1336	912
3.24	2018-03-23_1352_right-2/008117	1656	847	1678	868
3.27	2018-03-23_1352_right-2/008117	1316	886	1339	909
3.27	2018-03-23_1352_right-2/008118	955	924	977	945
3.27	2018-03-23_1352_right-2/008119	1318	886	1340	908
3.27	2018-03-23_1352_right-2/008120	1319	885	1340	907
