ytl	xtl	ybr	xbr	class	frame
963	1384	1001	1407	3.1	2018-03-23_1352_right/004731
830	756	911	831	5.19	2018-03-23_1352_right/000665
918	751	999	833	5.20	2018-03-23_1352_right/000665
909	1464	938	1491	5.20	2018-03-23_1352_right/000665
711	1467	826	1579	5.20	2018-03-23_1352_right/001240
903	1137	937	1167	5.20	2018-03-23_1352_right/001082
887	1215	923	1252	2.1	2018-03-23_1352_right/006358
926	1219	954	1250	4.1	2018-03-23_1352_right/006358
911	1416	936	1436	2.4	2018-03-23_1352_right/006358
937	1418	958	1434	4.1	2018-03-23_1352_right/006358
1013	1326	1077	1374	4.2	2018-03-23_1352_right/006358
794	1305	853	1359	4.2	2018-03-23_1352_right/006358
880	1322	1008	1345	8.22	2018-03-23_1352_right/006358
877	1275	921	1297	2.4	2018-03-23_1352_right/001536
866	1831	911	1873	2.4	2018-03-23_1352_right/001536
788	1548	818	1575	4.1	2018-03-23_1352_right/007183
752	1542	785	1583	2.4	2018-03-23_1352_right/007183
920	1313	946	1335	5.19	2018-03-23_1352_right/003074
506	256	672	400	5.19	2018-03-23_1352_right/003707
677	249	855	402	5.20	2018-03-23_1352_right/003707
934	1335	961	1357	3.24	2018-03-23_1352_right/005954
922	667	962	708	2.4	2018-03-23_1352_right/001619
913	1412	936	1432	3.24	2018-03-23_1352_right/005918
808	1617	874	1695	2.4	2018-03-23_1352_right/001793
786	113	850	168	2.4	2018-03-23_1352_right/001793
858	1623	910	1675	4.1	2018-03-23_1352_right/004185
948	1237	969	1262	4.1	2018-03-23_1352_right/006290
924	1240	946	1264	2.1	2018-03-23_1352_right/006290
899	1852	960	1911	4.1	2018-03-23_1352_right/003758
835	2196	900	2232	4.1	2018-03-23_1352_right/005777
770	2192	830	2240	2.4	2018-03-23_1352_right/005777
878	993	912	1032	3.27	2018-03-23_1352_right/008245
828	2089	861	2112	5.19	2018-03-23_1352_right/008245
814	1896	848	1920	3.1	2018-03-23_1352_right/007308
666	820	738	846	2.1	2018-03-23_1352_right/007308
781	1453	854	1521	5.20	2018-03-23_1352_right/003238
894	1598	980	1678	4.1	2018-03-23_1352_right/003813
872	681	927	741	3.27	2018-03-23_1352_right/004630
958	1370	995	1397	3.1	2018-03-23_1352_right/004741
797	1683	880	1762	2.4	2018-03-23_1352_right/001821
891	998	924	1033	3.27	2018-03-23_1352_right/008416
896	1338	940	1381	2.4	2018-03-23_1352_right/001673
883	2276	926	2314	2.4	2018-03-23_1352_right/001673
844	694	884	731	5.20	2018-03-23_1352_right/004263
886	690	935	731	3.24	2018-03-23_1352_right/004263
921	1260	991	1291	3.1	2018-03-23_1352_right/004263
795	1662	879	1742	2.4	2018-03-23_1352_right/001815
914	1240	940	1261	2.1	2018-03-23_1352_right/006297
944	1237	967	1260	4.1	2018-03-23_1352_right/006297
887	1041	915	1062	2.4	2018-03-23_1352_right/001525
830	1453	856	1475	4.1	2018-03-23_1352_right/007144
662	2305	863	2448	5.20	2018-03-23_1352_right/000924
473	2294	638	2448	5.19	2018-03-23_1352_right/000924
851	1536	904	1599	2.4	2018-03-23_1352_right/001757
844	315	893	366	2.4	2018-03-23_1352_right/001757
962	1253	983	1273	5.20	2018-03-23_1352_right/000957
847	864	897	910	5.19	2018-03-23_1352_right/000782
789	1681	858	1752	3.27	2018-03-23_1352_right/000782
841	1497	901	1544	5.19	2018-03-23_1352_right/000782
570	2392	711	2448	2.4	2018-03-23_1352_right/002187
867	1470	919	1529	2.4	2018-03-23_1352_right/001736
862	368	911	412	2.4	2018-03-23_1352_right/001736
866	963	901	1001	3.27	2018-03-23_1352_right/008202
819	1470	849	1503	3.27	2018-03-23_1352_right/008202
891	995	924	1032	3.27	2018-03-23_1352_right/008431
859	1973	923	2031	4.1	2018-03-23_1352_right/003752
914	1309	937	1336	5.20	2018-03-23_1352_right/000353
737	185	837	274	5.20	2018-03-23_1352_right/002455
697	1480	797	1553	5.20	2018-03-23_1352_right/002455
889	998	923	1032	3.27	2018-03-23_1352_right/008446
841	1533	873	1567	3.27	2018-03-23_1352_right/008446
771	1574	806	1605	4.1	2018-03-23_1352_right/007191
730	1568	767	1612	2.4	2018-03-23_1352_right/007191
892	1585	984	1663	4.1	2018-03-23_1352_right/003809
918	1259	941	1281	5.20	2018-03-23_1352_right/001001
868	1200	912	1241	5.20	2018-03-23_1352_right/001129
955	1358	992	1378	3.1	2018-03-23_1352_right/004166
652	122	841	272	5.20	2018-03-23_1352_right/003712
467	129	646	275	5.19	2018-03-23_1352_right/003712
875	1344	921	1389	5.20	2018-03-23_1352_right/003192
892	1158	932	1194	5.20	2018-03-23_1352_right/001105
740	1609	840	1712	3.24	2018-03-23_1352_right/006086
677	2048	852	2213	2.4	2018-03-23_1352_right/001898
947	50	980	74	2.4	2018-03-23_1352_right/008072
843	1817	981	1930	4.1	2018-03-23_1352_right/003845
948	1372	989	1403	3.1	2018-03-23_1352_right/004773
619	2242	817	2441	2.4	2018-03-23_1352_right/001957
890	1600	965	1666	4.1	2018-03-23_1352_right/003786
715	2252	897	2433	5.20	2018-03-23_1352_right/000341
553	2262	720	2432	3.27	2018-03-23_1352_right/000341
924	1300	946	1327	5.20	2018-03-23_1352_right/000341
809	1878	920	1983	5.20	2018-03-23_1352_right/000312
701	1883	815	1990	3.27	2018-03-23_1352_right/000312
927	1291	949	1314	5.20	2018-03-23_1352_right/000312
856	321	908	366	2.4	2018-03-23_1352_right/001758
855	1541	913	1607	2.4	2018-03-23_1352_right/001758
854	319	915	375	5.20	2018-03-23_1352_right/002391
852	1391	872	1410	4.1	2018-03-23_1352_right/007094
834	1387	852	1408	2.4	2018-03-23_1352_right/007094
827	1223	873	1247	2.1	2018-03-23_1352_right/005675
869	885	916	924	5.19	2018-03-23_1352_right/000761
823	1621	886	1687	3.27	2018-03-23_1352_right/000761
865	1467	917	1511	5.19	2018-03-23_1352_right/000761
909	1470	959	1510	5.20	2018-03-23_1352_right/000761
920	1477	965	1520	5.20	2018-03-23_1352_right/000182
875	1473	919	1523	3.27	2018-03-23_1352_right/000182
895	1306	930	1330	5.20	2018-03-23_1352_right/003153
852	2323	903	2375	4.1	2018-03-23_1352_right/005755
789	2322	847	2379	2.4	2018-03-23_1352_right/005755
951	145	977	168	2.4	2018-03-23_1352_right/008056
888	1316	930	1361	2.4	2018-03-23_1352_right/001666
875	2230	913	2263	2.4	2018-03-23_1352_right/001666
881	482	920	524	2.4	2018-03-23_1352_right/001666
707	1628	750	1673	2.4	2018-03-23_1352_right/007205
756	1634	789	1667	4.1	2018-03-23_1352_right/007205
825	769	893	827	5.19	2018-03-23_1352_right/000841
888	1615	960	1677	5.20	2018-03-23_1352_right/000841
824	1613	892	1672	5.19	2018-03-23_1352_right/000841
702	1979	816	2096	3.27	2018-03-23_1352_right/000841
899	1433	936	1471	3.27	2018-03-23_1352_right/000132
890	967	917	998	3.27	2018-03-23_1352_right/008160
953	905	999	952	5.20	2018-03-23_1352_right/000586
906	911	953	953	5.19	2018-03-23_1352_right/000586
837	1580	896	1645	2.4	2018-03-23_1352_right/001772
819	250	872	305	2.4	2018-03-23_1352_right/001772
896	1364	940	1411	2.4	2018-03-23_1352_right/001684
883	478	919	521	2.4	2018-03-23_1352_right/001684
881	2251	918	2280	3.1	2018-03-23_1352_right/001684
846	1578	867	1593	3.1	2018-03-23_1352_right/001684
804	1154	901	1220	5.20	2018-03-23_1352_right/003642
725	1156	814	1215	5.19	2018-03-23_1352_right/003642
612	2233	771	2404	5.19	2018-03-23_1352_right/003642
761	2230	938	2404	5.20	2018-03-23_1352_right/003642
761	1531	801	1564	2.4	2018-03-23_1352_right/007179
799	1533	828	1560	4.1	2018-03-23_1352_right/007179
796	1465	831	1490	3.1	2018-03-23_1352_right/007179
834	508	884	555	5.20	2018-03-23_1352_right/004297
886	507	939	552	3.24	2018-03-23_1352_right/004297
960	1365	977	1377	5.19	2018-03-23_1352_right/004297
928	1200	1013	1234	3.1	2018-03-23_1352_right/004297
1000	1689	1023	1713	5.19	2018-03-23_1352_right/004297
863	1507	919	1567	2.4	2018-03-23_1352_right/001746
929	1430	986	1475	3.1	2018-03-23_1352_right/004844
944	200	983	242	2.4	2018-03-23_1352_right/001604
851	281	905	329	2.4	2018-03-23_1352_right/001767
862	1568	917	1635	2.4	2018-03-23_1352_right/001767
719	1457	829	1561	5.20	2018-03-23_1352_right/001238
619	1773	762	1916	3.24	2018-03-23_1352_right/006101
551	1610	722	1792	5.20	2018-03-23_1352_right/001261
922	1502	969	1551	5.20	2018-03-23_1352_right/000207
867	1498	919	1556	3.27	2018-03-23_1352_right/000207
780	657	866	732	5.19	2018-03-23_1352_right/000866
781	1719	860	1799	5.19	2018-03-23_1352_right/000866
858	1723	950	1800	5.20	2018-03-23_1352_right/000866
862	1318	899	1351	5.20	2018-03-23_1352_right/003174
930	790	967	829	2.4	2018-03-23_1352_right/001624
879	1630	975	1717	4.1	2018-03-23_1352_right/003820
778	328	858	407	5.20	2018-03-23_1352_right/002441
744	313	829	343	2.4	2018-03-23_1352_right/002678
920	1483	964	1524	5.20	2018-03-23_1352_right/000188
873	1477	917	1529	3.27	2018-03-23_1352_right/000188
920	1019	947	1043	4.1	2018-03-23_1352_right/004053
878	958	910	994	3.27	2018-03-23_1352_right/008182
827	1917	858	1934	5.19	2018-03-23_1352_right/008182
748	1880	856	2011	2.4	2018-03-23_1352_right/001858
630	2105	759	2238	5.19	2018-03-23_1352_right/000729
875	924	916	964	5.19	2018-03-23_1352_right/000729
841	1563	893	1621	3.27	2018-03-23_1352_right/000729
913	1446	953	1481	5.20	2018-03-23_1352_right/000729
876	1446	912	1483	5.19	2018-03-23_1352_right/000729
884	2370	949	2432	5.19	2018-03-23_1352_right/003539
904	1250	931	1275	5.19	2018-03-23_1352_right/003539
876	2016	925	2055	5.19	2018-03-23_1352_right/003539
944	2369	1007	2422	5.20	2018-03-23_1352_right/003539
947	101	978	126	2.4	2018-03-23_1352_right/008063
920	839	964	857	2.4	2018-03-23_1352_right/001443
895	1381	940	1428	2.4	2018-03-23_1352_right/001694
882	463	927	501	2.4	2018-03-23_1352_right/001694
869	863	932	914	5.19	2018-03-23_1352_right/000629
929	861	996	916	5.20	2018-03-23_1352_right/000629
917	1349	950	1379	3.24	2018-03-23_1352_right/005997
903	1406	935	1429	2.4	2018-03-23_1352_right/006365
880	1197	921	1237	2.1	2018-03-23_1352_right/006365
924	1201	955	1235	4.1	2018-03-23_1352_right/006365
1012	1318	1089	1372	4.2	2018-03-23_1352_right/006365
849	585	918	652	3.27	2018-03-23_1352_right/004671
894	779	929	800	2.4	2018-03-23_1352_right/001499
812	1127	871	1156	2.1	2018-03-23_1352_right/005686
885	1130	911	1143	4.1	2018-03-23_1352_right/005686
811	742	883	803	5.19	2018-03-23_1352_right/000848
810	1637	876	1698	5.19	2018-03-23_1352_right/000848
668	2074	790	2198	3.27	2018-03-23_1352_right/000848
877	1636	956	1701	5.20	2018-03-23_1352_right/000848
893	1155	934	1191	5.20	2018-03-23_1352_right/001104
891	998	924	1033	3.27	2018-03-23_1352_right/008477
837	2098	873	2121	5.19	2018-03-23_1352_right/008477
839	1536	873	1568	3.27	2018-03-23_1352_right/008477
916	1494	962	1540	5.20	2018-03-23_1352_right/000198
865	1490	917	1543	3.27	2018-03-23_1352_right/000198
924	157	942	174	3.1	2018-03-23_1352_right/002801
906	123	950	158	3.1	2018-03-23_1352_right/007751
923	2276	962	2295	5.19	2018-03-23_1352_right/000977
910	1270	938	1293	5.20	2018-03-23_1352_right/000977
837	2282	909	2325	5.19	2018-03-23_1352_right/005018
747	1416	847	1504	5.20	2018-03-23_1352_right/001228
551	2130	712	2291	5.19	2018-03-23_1352_right/000915
716	2130	880	2284	5.20	2018-03-23_1352_right/000915
524	0	705	127	5.19	2018-03-23_1352_right/000915
864	2104	920	2136	2.4	2018-03-23_1352_right/001563
891	997	924	1032	3.27	2018-03-23_1352_right/008302
840	1536	873	1568	3.27	2018-03-23_1352_right/008302
919	1570	996	1636	3.1	2018-03-23_1352_right/004890
894	2165	911	2177	3.24	2018-03-23_1352_right/008118
919	1316	942	1337	5.19	2018-03-23_1352_right/003080
882	961	915	995	3.27	2018-03-23_1352_right/008174
920	1483	988	1541	3.1	2018-03-23_1352_right/004866
913	1166	942	1191	5.20	2018-03-23_1352_right/001048
684	400	802	517	5.19	2018-03-23_1352_right/000894
796	1913	919	2018	5.20	2018-03-23_1352_right/000894
686	1913	790	2021	5.19	2018-03-23_1352_right/000894
899	1439	938	1476	3.27	2018-03-23_1352_right/000107
741	1500	829	1574	5.20	2018-03-23_1352_right/003250
884	2315	918	2338	5.19	2018-03-23_1352_right/000986
701	1648	747	1694	2.4	2018-03-23_1352_right/007209
751	1656	789	1690	4.1	2018-03-23_1352_right/007209
875	1307	913	1336	5.20	2018-03-23_1352_right/003163
953	45	966	55	5.20	2018-03-23_1352_right/002637
836	1391	853	1412	2.4	2018-03-23_1352_right/007095
852	1393	872	1410	4.1	2018-03-23_1352_right/007095
810	700	865	743	3.1	2018-03-23_1352_right/007380
904	1324	920	1337	4.1	2018-03-23_1352_right/006999
905	1324	922	1337	4.1	2018-03-23_1352_right/007003
618	2263	827	2432	2.4	2018-03-23_1352_right/001964
891	996	925	1032	3.27	2018-03-23_1352_right/008292
837	2097	873	2121	5.19	2018-03-23_1352_right/008292
840	1536	873	1568	3.27	2018-03-23_1352_right/008292
872	671	930	731	3.27	2018-03-23_1352_right/004636
865	1560	917	1603	4.1	2018-03-23_1352_right/004161
962	209	988	233	2.4	2018-03-23_1352_right/008044
891	997	923	1032	3.27	2018-03-23_1352_right/008428
841	1534	872	1567	3.27	2018-03-23_1352_right/008428
864	975	900	1011	3.27	2018-03-23_1352_right/008213
818	2075	897	2143	4.1	2018-03-23_1352_right/005810
722	2056	807	2149	2.4	2018-03-23_1352_right/005810
851	2072	956	2185	3.1	2018-03-23_1352_right/004935
779	2053	896	2136	4.1	2018-03-23_1352_right/005833
644	2008	781	2144	2.4	2018-03-23_1352_right/005833
873	2000	898	2025	3.24	2018-03-23_1352_right/005833
933	1846	965	1872	5.19	2018-03-23_1352_right/003435
662	2108	857	2284	2.4	2018-03-23_1352_right/001914
699	1030	790	1107	5.19	2018-03-23_1352_right/003652
780	1033	888	1111	5.20	2018-03-23_1352_right/003652
570	2242	741	2439	5.19	2018-03-23_1352_right/003652
738	2229	924	2436	5.20	2018-03-23_1352_right/003652
910	1405	944	1438	5.20	2018-03-23_1352_right/000511
935	985	967	1016	5.19	2018-03-23_1352_right/000511
963	986	1005	1016	5.20	2018-03-23_1352_right/000511
890	998	924	1032	3.27	2018-03-23_1352_right/008405
837	2097	873	2121	5.19	2018-03-23_1352_right/008405
840	1535	874	1568	3.27	2018-03-23_1352_right/008405
915	325	958	366	2.4	2018-03-23_1352_right/001642
924	1118	961	1158	2.4	2018-03-23_1352_right/001642
909	1939	944	1968	2.4	2018-03-23_1352_right/001642
866	1340	884	1353	3.1	2018-03-23_1352_right/001642
870	1477	914	1530	3.27	2018-03-23_1352_right/000189
918	1484	962	1527	5.20	2018-03-23_1352_right/000189
714	81	831	139	2.4	2018-03-23_1352_right/002921
907	1138	939	1168	5.20	2018-03-23_1352_right/001080
860	2143	913	2186	2.4	2018-03-23_1352_right/001546
873	1548	912	1572	2.4	2018-03-23_1352_right/001546
828	1410	849	1434	2.4	2018-03-23_1352_right/007112
850	1411	871	1431	4.1	2018-03-23_1352_right/007112
825	2282	963	2418	5.20	2018-03-23_1352_right/003624
706	2290	828	2422	5.19	2018-03-23_1352_right/003624
837	180	903	236	3.1	2018-03-23_1352_right/003624
867	1945	986	2025	3.1	2018-03-23_1352_right/004928
812	1077	875	1110	2.1	2018-03-23_1352_right/005691
933	1578	1011	1637	3.1	2018-03-23_1352_right/004891
839	595	886	638	5.20	2018-03-23_1352_right/004282
885	595	942	638	3.24	2018-03-23_1352_right/004282
937	1226	1004	1261	3.1	2018-03-23_1352_right/004282
951	1393	968	1405	5.19	2018-03-23_1352_right/004282
910	1241	937	1262	2.1	2018-03-23_1352_right/006300
943	1236	966	1260	4.1	2018-03-23_1352_right/006300
861	640	901	673	5.19	2018-03-23_1352_right/003600
880	232	912	261	5.19	2018-03-23_1352_right/003600
793	2400	895	2448	5.19	2018-03-23_1352_right/003600
894	1301	926	1327	4.1	2018-03-23_1352_right/004081
952	158	980	179	2.4	2018-03-23_1352_right/008054
927	1417	978	1462	3.1	2018-03-23_1352_right/004837
875	308	928	355	2.4	2018-03-23_1352_right/001761
877	1552	932	1614	2.4	2018-03-23_1352_right/001761
916	1141	950	1169	4.1	2018-03-23_1352_right/004062
920	1316	946	1339	5.19	2018-03-23_1352_right/003094
958	1020	984	1045	5.20	2018-03-23_1352_right/000468
939	1371	969	1409	5.19	2018-03-23_1352_right/000468
815	2111	887	2164	4.1	2018-03-23_1352_right/005798
753	2111	809	2168	2.4	2018-03-23_1352_right/005798
943	1832	977	1856	5.19	2018-03-23_1352_right/003430
944	1269	963	1291	5.19	2018-03-23_1352_right/003430
895	1707	959	1769	4.1	2018-03-23_1352_right/003767
1001	898	1045	928	4.2	2018-03-23_1352_right/003767
921	1480	964	1523	5.20	2018-03-23_1352_right/000186
873	1475	919	1526	3.27	2018-03-23_1352_right/000186
780	287	838	344	5.20	2018-03-23_1352_right/004318
846	285	910	343	3.24	2018-03-23_1352_right/004318
888	1094	985	1137	3.1	2018-03-23_1352_right/004318
932	1276	950	1290	5.19	2018-03-23_1352_right/004318
617	2360	848	2448	2.4	2018-03-23_1352_right/002126
775	1514	808	1544	2.4	2018-03-23_1352_right/007172
810	1516	839	1542	4.1	2018-03-23_1352_right/007172
897	1448	938	1494	3.27	2018-03-23_1352_right/000159
856	846	912	893	5.19	2018-03-23_1352_right/000804
906	1527	960	1580	5.20	2018-03-23_1352_right/000804
786	1743	863	1830	3.27	2018-03-23_1352_right/000804
850	1528	908	1579	5.19	2018-03-23_1352_right/000804
901	1021	934	1052	5.19	2018-03-23_1352_right/000686
764	1814	843	1881	5.19	2018-03-23_1352_right/000686
891	582	1002	687	5.20	2018-03-23_1352_right/000686
776	589	883	689	5.19	2018-03-23_1352_right/000686
894	1464	927	1492	5.19	2018-03-23_1352_right/000686
927	1465	958	1494	5.20	2018-03-23_1352_right/000686
768	1581	798	1612	4.1	2018-03-23_1352_right/007193
725	1575	764	1620	2.4	2018-03-23_1352_right/007193
686	339	856	475	5.20	2018-03-23_1352_right/003703
530	338	678	479	5.19	2018-03-23_1352_right/003703
853	1377	872	1395	2.4	2018-03-23_1352_right/007086
869	1378	889	1395	4.1	2018-03-23_1352_right/007086
960	912	1008	958	5.20	2018-03-23_1352_right/000575
919	916	965	959	5.19	2018-03-23_1352_right/000575
798	1807	898	1909	2.4	2018-03-23_1352_right/001843
931	1327	956	1354	3.24	2018-03-23_1352_right/005966
929	848	995	909	5.20	2018-03-23_1352_right/000636
861	852	932	913	5.19	2018-03-23_1352_right/000636
913	1426	940	1445	5.19	2018-03-23_1352_right/000636
827	386	891	453	5.20	2018-03-23_1352_right/002412
891	190	911	209	5.19	2018-03-23_1352_right/004371
955	112	969	126	3.1	2018-03-23_1352_right/002787
891	998	924	1033	3.27	2018-03-23_1352_right/008345
840	1536	873	1567	3.27	2018-03-23_1352_right/008345
902	1238	934	1262	2.1	2018-03-23_1352_right/006305
937	1236	959	1257	4.1	2018-03-23_1352_right/006305
911	1289	993	1307	8.22	2018-03-23_1352_right/006305
847	709	888	745	5.20	2018-03-23_1352_right/004259
887	706	936	745	3.24	2018-03-23_1352_right/004259
713	1837	844	1927	4.1	2018-03-23_1352_right/004259
883	861	917	894	5.19	2018-03-23_1352_right/003586
891	920	931	961	3.1	2018-03-23_1352_right/003586
745	1786	839	1883	3.27	2018-03-23_1352_right/000300
837	1787	932	1880	5.20	2018-03-23_1352_right/000300
935	1286	956	1305	5.20	2018-03-23_1352_right/000300
784	70	852	120	3.1	2018-03-23_1352_right/007402
823	1117	877	1145	2.1	2018-03-23_1352_right/005687
892	998	923	1032	3.27	2018-03-23_1352_right/008316
840	1535	872	1568	3.27	2018-03-23_1352_right/008316
980	283	1002	302	2.4	2018-03-23_1352_right/008028
864	1932	914	1963	2.4	2018-03-23_1352_right/001558
802	857	855	903	5.19	2018-03-23_1352_right/000790
738	1704	811	1777	3.27	2018-03-23_1352_right/000790
847	1511	899	1558	5.20	2018-03-23_1352_right/000790
795	1509	852	1557	5.19	2018-03-23_1352_right/000790
504	1664	700	1887	5.20	2018-03-23_1352_right/001265
890	997	923	1033	3.27	2018-03-23_1352_right/008414
840	1535	874	1568	3.27	2018-03-23_1352_right/008414
968	1352	991	1379	5.20	2018-03-23_1352_right/000408
716	1460	827	1571	5.20	2018-03-23_1352_right/001239
613	2100	762	2254	3.27	2018-03-23_1352_right/000332
755	2103	912	2258	5.20	2018-03-23_1352_right/000332
928	1296	952	1323	5.20	2018-03-23_1352_right/000332
913	1308	944	1331	5.20	2018-03-23_1352_right/003139
893	780	929	801	2.4	2018-03-23_1352_right/001494
426	0	620	172	5.19	2018-03-23_1352_right/003716
612	3	822	156	5.20	2018-03-23_1352_right/003716
880	1172	921	1211	5.20	2018-03-23_1352_right/001117
891	998	924	1033	3.27	2018-03-23_1352_right/008377
840	1535	874	1568	3.27	2018-03-23_1352_right/008377
836	2097	874	2122	5.19	2018-03-23_1352_right/008377
453	1714	671	1947	5.20	2018-03-23_1352_right/001268
649	2114	844	2293	2.4	2018-03-23_1352_right/001916
939	1368	969	1407	5.19	2018-03-23_1352_right/000464
610	2254	825	2431	2.4	2018-03-23_1352_right/001959
877	872	933	922	5.19	2018-03-23_1352_right/000619
933	865	991	921	5.20	2018-03-23_1352_right/000619
876	990	912	1028	3.27	2018-03-23_1352_right/008237
825	2077	860	2101	5.19	2018-03-23_1352_right/008237
724	518	827	610	5.19	2018-03-23_1352_right/000885
718	1847	815	1951	5.19	2018-03-23_1352_right/000885
825	1855	927	1945	5.20	2018-03-23_1352_right/000885
827	388	892	456	5.20	2018-03-23_1352_right/002413
803	1244	874	1292	5.20	2018-03-23_1352_right/002413
950	140	977	162	2.4	2018-03-23_1352_right/008057
864	968	900	1008	3.27	2018-03-23_1352_right/008208
817	1484	849	1517	3.27	2018-03-23_1352_right/008208
816	2007	847	2027	5.19	2018-03-23_1352_right/008208
833	1325	906	1396	5.20	2018-03-23_1352_right/001191
901	2054	943	2091	5.19	2018-03-23_1352_right/003481
891	1871	927	1898	5.19	2018-03-23_1352_right/003481
937	2055	988	2087	5.19	2018-03-23_1352_right/003481
951	77	969	90	3.1	2018-03-23_1352_right/002805
887	1340	905	1352	4.1	2018-03-23_1352_right/007034
861	621	925	687	3.27	2018-03-23_1352_right/004656
931	1242	951	1262	2.1	2018-03-23_1352_right/006256
929	1230	955	1256	4.1	2018-03-23_1352_right/006341
894	1229	925	1258	2.1	2018-03-23_1352_right/006341
914	1413	937	1429	2.4	2018-03-23_1352_right/006341
892	1308	983	1332	8.22	2018-03-23_1352_right/006341
1004	1309	1060	1357	4.2	2018-03-23_1352_right/006341
613	2139	817	2306	2.4	2018-03-23_1352_right/001920
890	998	924	1033	3.27	2018-03-23_1352_right/008284
840	1535	873	1567	3.27	2018-03-23_1352_right/008284
836	2097	873	2123	5.19	2018-03-23_1352_right/008284
830	1480	889	1537	3.24	2018-03-23_1352_right/006055
575	2403	712	2448	2.4	2018-03-23_1352_right/002184
876	990	911	1026	3.27	2018-03-23_1352_right/008236
828	1523	862	1557	3.27	2018-03-23_1352_right/008236
570	1914	641	1993	2.4	2018-03-23_1352_right/007242
646	1918	716	1984	4.1	2018-03-23_1352_right/007242
853	1357	869	1371	2.4	2018-03-23_1352_right/007065
933	864	994	919	5.20	2018-03-23_1352_right/000623
876	866	935	922	5.19	2018-03-23_1352_right/000623
959	973	993	1004	5.20	2018-03-23_1352_right/000522
897	1409	934	1444	5.20	2018-03-23_1352_right/000522
923	974	959	1004	5.19	2018-03-23_1352_right/000522
774	314	859	400	5.20	2018-03-23_1352_right/002442
742	1426	836	1490	5.20	2018-03-23_1352_right/002442
975	1016	1008	1042	5.20	2018-03-23_1352_right/000476
890	997	924	1033	3.27	2018-03-23_1352_right/008524
839	1535	874	1568	3.27	2018-03-23_1352_right/008524
919	1484	964	1529	5.20	2018-03-23_1352_right/000190
870	1480	916	1533	3.27	2018-03-23_1352_right/000190
892	1248	932	1290	2.4	2018-03-23_1352_right/001655
878	2118	914	2149	2.4	2018-03-23_1352_right/001655
887	434	926	477	2.4	2018-03-23_1352_right/001655
836	1471	854	1483	3.1	2018-03-23_1352_right/001655
883	1345	900	1357	4.1	2018-03-23_1352_right/007045
836	629	881	668	5.20	2018-03-23_1352_right/004276
881	627	931	667	3.24	2018-03-23_1352_right/004276
923	1240	988	1271	3.1	2018-03-23_1352_right/004276
811	1418	881	1485	5.20	2018-03-23_1352_right/003227
900	1441	944	1485	3.27	2018-03-23_1352_right/000147
891	998	923	1033	3.27	2018-03-23_1352_right/008280
840	1536	874	1568	3.27	2018-03-23_1352_right/008280
909	1192	949	1231	2.4	2018-03-23_1352_right/001649
901	390	940	429	2.4	2018-03-23_1352_right/001649
846	334	907	394	5.20	2018-03-23_1352_right/002395
833	1591	890	1651	3.27	2018-03-23_1352_right/000747
875	898	918	934	5.19	2018-03-23_1352_right/000747
914	1454	958	1491	5.20	2018-03-23_1352_right/000747
561	2330	708	2447	5.19	2018-03-23_1352_right/000747
872	1451	917	1492	5.19	2018-03-23_1352_right/000747
858	843	928	903	5.19	2018-03-23_1352_right/000643
926	837	998	902	5.20	2018-03-23_1352_right/000643
932	1333	961	1356	3.24	2018-03-23_1352_right/005956
958	1370	996	1399	3.1	2018-03-23_1352_right/004746
846	865	896	911	5.19	2018-03-23_1352_right/000781
787	1677	856	1748	3.27	2018-03-23_1352_right/000781
887	1497	939	1541	5.20	2018-03-23_1352_right/000781
840	1497	894	1541	5.19	2018-03-23_1352_right/000781
857	990	900	1035	2.1	2018-03-23_1352_right/006388
888	1223	917	1245	2.4	2018-03-23_1352_right/006388
908	997	940	1031	4.1	2018-03-23_1352_right/006388
924	1223	944	1241	4.1	2018-03-23_1352_right/006388
1017	1127	1115	1211	4.2	2018-03-23_1352_right/006388
831	1119	1000	1165	8.22	2018-03-23_1352_right/006388
893	1585	969	1657	4.1	2018-03-23_1352_right/003791
946	96	973	120	2.4	2018-03-23_1352_right/008064
723	1107	777	1135	2.1	2018-03-23_1352_right/007294
831	2092	862	2113	3.1	2018-03-23_1352_right/007294
899	1431	936	1472	3.27	2018-03-23_1352_right/000125
921	1082	952	1106	4.1	2018-03-23_1352_right/004057
675	370	798	486	5.19	2018-03-23_1352_right/000896
800	1929	915	2040	5.20	2018-03-23_1352_right/000896
673	1928	781	2038	5.19	2018-03-23_1352_right/000896
671	1999	780	2107	5.19	2018-03-23_1352_right/000717
877	948	915	984	5.19	2018-03-23_1352_right/000717
614	104	815	295	5.19	2018-03-23_1352_right/000717
844	1558	892	1606	3.27	2018-03-23_1352_right/000717
812	94	1010	276	5.20	2018-03-23_1352_right/000717
914	1446	948	1479	5.20	2018-03-23_1352_right/000717
776	1455	853	1529	5.20	2018-03-23_1352_right/003239
945	190	959	200	3.1	2018-03-23_1352_right/003239
796	1629	871	1708	2.4	2018-03-23_1352_right/001803
797	22	865	89	2.4	2018-03-23_1352_right/001803
875	721	922	772	3.27	2018-03-23_1352_right/004612
557	456	695	580	5.19	2018-03-23_1352_right/003697
688	454	851	575	5.20	2018-03-23_1352_right/003697
931	1248	952	1268	2.1	2018-03-23_1352_right/006267
890	953	922	985	5.19	2018-03-23_1352_right/003579
896	1015	937	1055	3.1	2018-03-23_1352_right/003579
907	587	935	610	5.19	2018-03-23_1352_right/003579
